Date,Product_ID,Category,Product_Group,Price,Rating,Marketing_Spend,Stock_Available,Sales,Revenue,Customer_ID,Region,Launch_Flag
2023-04-20,P19,Snacks,G7,10.22,3.8,1536,1,39,398.58000000000004,8121,West,0
2023-01-01,P9,Personal Care,G3,239.7,3.7,2909,0,26,6232.2,3726,East,0
2023-01-09,P2,Dairy,G1,73.18,3.5,4820,1,32,2341.76,3985,South,0
2024-05-08,P22,Dairy,G8,59.81,3.1,3412,1,30,1794.3000000000002,7141,North,0
2023-05-07,P12,Personal Care,G4,115.24,3.8,2525,1,23,2650.52,8134,West,0
2024-07-29,P10,Dairy,G4,73.82,3.8,3791,1,22,1624.04,5599,North,0
2023-05-05,P16,Beverages,G6,46.98,3.7,4082,1,31,1456.3799999999999,7177,West,0
2024-06-27,P20,Household,G7,288.84,4.0,2660,1,24,6932.16,3305,South,0
2024-01-21,P3,Personal Care,G1,285.38,3.2,4446,1,23,6563.74,1288,East,0
2023-10-03,P8,Personal Care,G3,127.23,3.2,4460,1,24,3053.52,9295,South,0
2023-10-03,P4,Dairy,G2,33.54,4.7,3304,1,32,1073.28,1978,South,0
2024-02-26,P11,Household,G4,235.16,4.6,1561,1,26,6114.16,1749,South,0
2023-12-22,P9,Personal Care,G3,266.17,4.8,344,1,34,9049.78,3475,South,0
2023-06-09,P6,Beverages,G2,83.89,4.0,4588,1,31,2600.59,3497,East,0
2023-05-13,P12,Personal Care,G4,198.39,3.6,646,1,34,6745.259999999999,1209,South,0
2023-03-09,P25,Snacks,G9,28.99,3.9,4871,1,26,753.74,7216,East,0
2024-01-30,P20,Household,G7,417.34,3.2,2733,1,15,6260.099999999999,1679,East,0
2024-02-28,P4,Dairy,G2,35.35,3.7,255,1,21,742.35,1934,West,0
2023-11-16,P14,Beverages,G5,21.28,4.2,4540,0,38,808.6400000000001,5342,East,0
2023-05-13,P5,Dairy,G2,52.13,3.1,2311,0,30,1563.9,8048,East,0
2024-09-07,P21,Beverages,G7,84.29,4.5,1092,1,27,2275.8300000000004,4123,East,0
2024-12-19,P18,Dairy,G6,48.13,3.3,3738,1,33,1588.2900000000002,8263,East,0
2023-04-22,P12,Personal Care,G4,92.0,3.3,4810,1,30,2760.0,1419,East,0
2023-09-02,P1,Household,G1,132.81,4.7,3664,1,29,3851.4900000000002,8359,South,0
2023-07-03,P15,Household,G5,414.44,4.4,4588,1,23,9532.12,4917,South,0
2023-08-08,P5,Dairy,G2,73.67,3.2,1668,1,22,1620.74,9532,North,0
2023-06-17,P16,Beverages,G6,83.39,3.3,796,0,29,2418.31,5334,South,0
2023-02-15,P2,Dairy,G1,63.55,3.9,2223,1,30,1906.5,1698,North,0
2023-04-17,P11,Household,G4,228.47,3.6,17,1,21,4797.87,4751,North,0
2024-04-21,P18,Dairy,G6,33.2,3.7,4289,1,32,1062.4,9446,North,0
2024-07-03,P9,Personal Care,G3,225.65,3.1,1373,1,12,2707.8,5523,East,0
2023-02-20,P16,Beverages,G6,62.02,4.2,3205,1,28,1736.5600000000002,3257,South,0
2024-04-05,P21,Beverages,G7,36.25,4.8,4320,1,41,1486.25,9334,West,0
2023-03-19,P14,Beverages,G5,99.55,3.5,3607,1,28,2787.4,8322,East,0
2024-08-02,P1,Household,G1,150.54,3.3,4485,1,25,3763.5,1237,East,1
2024-07-26,P15,Household,G5,185.41,3.8,3540,0,33,6118.53,1180,East,0
2024-10-02,P14,Beverages,G5,35.67,4.6,3528,1,42,1498.14,9878,South,0
2024-09-11,P25,Snacks,G9,35.39,4.9,3107,0,33,1167.8700000000001,7017,South,0
2023-04-09,P13,Dairy,G5,45.59,3.7,201,1,22,1002.98,6129,North,0
2024-07-19,P20,Household,G7,139.38,4.7,745,1,37,5157.0599999999995,6671,South,0
2024-04-29,P8,Personal Care,G3,202.35,4.8,2509,1,33,6677.55,8207,West,0
2023-07-19,P5,Dairy,G2,75.19,4.6,2947,1,27,2030.1299999999999,3500,West,0
2024-07-02,P12,Personal Care,G4,274.3,4.8,739,1,24,6583.200000000001,3303,East,0
2023-02-18,P11,Household,G4,467.92,3.4,2224,1,19,8890.48,8780,South,0
2024-04-02,P22,Dairy,G8,41.71,4.2,4276,1,29,1209.59,9834,South,0
2023-12-09,P24,Snacks,G8,36.32,4.9,1660,1,38,1380.16,5401,East,0
2024-05-22,P13,Dairy,G5,38.8,4.4,1258,0,29,1125.1999999999998,1157,North,0
2023-05-28,P17,Household,G6,269.85,3.6,3747,1,24,6476.400000000001,7136,North,0
2023-02-08,P18,Dairy,G6,33.54,4.2,3184,1,30,1006.1999999999999,9905,East,0
2024-03-21,P13,Dairy,G5,74.9,3.5,4838,0,25,1872.5000000000002,5575,East,0
2024-10-11,P13,Dairy,G5,70.28,4.7,3572,0,30,2108.4,8383,West,0
2023-03-13,P5,Dairy,G2,38.9,5.0,3051,1,30,1167.0,6662,East,0
2024-01-06,P18,Dairy,G6,42.7,3.3,548,1,35,1494.5,8161,West,0
2024-08-14,P20,Household,G7,403.63,3.5,1560,0,22,8879.86,8687,West,0
2024-11-01,P23,Household,G8,116.67,3.3,3975,1,29,3383.43,2843,West,0
2023-10-20,P8,Personal Care,G3,207.1,3.8,181,1,26,5384.599999999999,7909,North,0
2023-03-23,P13,Dairy,G5,62.07,4.4,4104,1,30,1862.1,5010,West,0
2024-05-28,P11,Household,G4,347.28,4.1,3490,1,17,5903.759999999999,9043,East,0
2023-12-18,P22,Dairy,G8,59.39,3.9,4025,0,26,1544.14,9135,East,0
2023-05-28,P15,Household,G5,226.49,3.7,2253,1,32,7247.68,6946,East,0
2024-09-06,P24,Snacks,G8,47.63,4.5,4622,1,31,1476.53,6481,North,0
2023-12-15,P23,Household,G8,254.33,3.1,3784,1,24,6103.92,4297,West,0
2024-01-22,P7,Personal Care,G3,97.42,3.5,3748,1,24,2338.08,2722,West,0
2024-05-03,P22,Dairy,G8,64.58,4.3,2794,1,31,2001.98,7582,West,0
2024-05-22,P1,Household,G1,142.73,4.4,3129,1,33,4710.089999999999,2053,East,0
2023-04-17,P3,Personal Care,G1,283.47,3.3,1357,1,29,8220.630000000001,6972,West,0
2024-04-29,P12,Personal Care,G4,281.23,4.2,4544,1,26,7311.9800000000005,7778,South,0
2024-12-26,P22,Dairy,G8,23.19,3.1,3222,1,25,579.75,4413,East,0
2024-05-06,P23,Household,G8,102.81,3.4,2462,1,36,3701.16,6954,West,0
2023-08-18,P22,Dairy,G8,56.2,3.4,1591,1,25,1405.0,4262,West,0
2024-10-24,P12,Personal Care,G4,267.53,4.1,4149,1,31,8293.429999999998,6687,North,0
2024-07-08,P6,Beverages,G2,80.4,3.6,2863,1,19,1527.6000000000001,5625,South,0
2023-08-24,P13,Dairy,G5,41.25,3.0,4880,0,34,1402.5,5801,West,0
2024-02-24,P24,Snacks,G8,23.08,4.1,3081,1,34,784.7199999999999,5782,North,0
2024-03-08,P14,Beverages,G5,24.95,3.1,3538,1,31,773.4499999999999,9134,East,0
2024-10-19,P17,Household,G6,355.62,3.5,367,1,19,6756.78,3722,South,0
2024-07-07,P17,Household,G6,106.82,3.2,4198,1,23,2456.8599999999997,1471,East,0
2023-03-07,P3,Personal Care,G1,128.02,3.1,4254,1,20,2560.4,2691,North,0
2024-08-24,P22,Dairy,G8,20.83,3.2,2073,1,24,499.91999999999996,8305,South,0
2024-12-28,P17,Household,G6,376.23,3.9,130,1,17,6395.91,1226,South,0
2023-04-12,P7,Personal Care,G3,125.41,3.3,4672,1,23,2884.43,5659,South,0
2023-08-21,P11,Household,G4,440.98,3.4,4657,1,23,10142.54,9325,North,0
2023-08-31,P1,Household,G1,370.14,4.5,1890,1,19,7032.66,1372,East,0
2024-08-05,P1,Household,G1,398.4,4.7,3371,1,24,9561.599999999999,7195,South,1
2024-03-22,P9,Personal Care,G3,160.04,4.6,3748,1,29,4641.16,7993,West,0
2023-03-03,P17,Household,G6,469.57,4.7,2389,1,25,11739.25,2144,South,0
2024-07-03,P17,Household,G6,444.61,4.5,2479,1,23,10226.03,8501,West,0
2024-03-23,P14,Beverages,G5,20.62,4.5,2357,1,30,618.6,3705,North,0
2023-10-11,P9,Personal Care,G3,278.01,3.1,881,1,17,4726.17,8535,East,0
2024-03-16,P14,Beverages,G5,42.16,3.9,2499,1,17,716.7199999999999,4497,West,0
2023-05-10,P8,Personal Care,G3,156.04,4.6,2297,0,25,3901.0,1358,North,0
2023-08-07,P6,Beverages,G2,35.53,3.3,1191,1,24,852.72,9672,West,0
2023-11-06,P4,Dairy,G2,26.08,4.4,952,1,30,782.4,7830,West,0
2023-12-23,P9,Personal Care,G3,178.05,4.2,2824,1,22,3917.1000000000004,9063,North,0
2024-09-27,P9,Personal Care,G3,273.04,4.6,3373,1,18,4914.72,6886,West,0
2023-03-22,P20,Household,G7,339.64,3.6,129,1,20,6792.799999999999,8421,West,0
2023-03-31,P16,Beverages,G6,38.45,3.7,742,1,26,999.7,3172,East,0
2024-03-24,P22,Dairy,G8,25.24,4.7,3991,1,32,807.68,6421,South,0
2024-11-27,P18,Dairy,G6,49.21,3.1,1072,1,26,1279.46,2458,East,0
2024-04-03,P18,Dairy,G6,32.0,3.4,641,1,22,704.0,2331,North,0
2023-05-08,P18,Dairy,G6,36.58,4.3,3456,1,23,841.3399999999999,8648,East,0
2023-02-06,P20,Household,G7,141.78,3.8,287,1,23,3260.94,3274,North,0
2023-08-12,P6,Beverages,G2,41.72,4.4,573,1,28,1168.1599999999999,2270,South,0
2024-04-03,P13,Dairy,G5,42.22,4.2,2390,1,23,971.06,4772,East,0
2023-11-25,P10,Dairy,G4,77.23,4.2,901,1,25,1930.75,8095,West,0
2024-07-27,P2,Dairy,G1,30.97,4.1,4807,1,27,836.1899999999999,1113,South,1
2023-04-03,P6,Beverages,G2,59.42,3.4,3170,1,22,1307.24,3364,East,0
2023-05-12,P20,Household,G7,274.05,3.9,1631,1,24,6577.200000000001,2817,West,0
2024-01-13,P10,Dairy,G4,36.91,4.3,2170,1,33,1218.03,5727,West,0
2024-10-01,P4,Dairy,G2,65.57,3.5,4211,0,24,1573.6799999999998,3028,East,1
2024-05-18,P12,Personal Care,G4,61.7,4.8,172,1,25,1542.5,3752,North,0
2023-04-17,P25,Snacks,G9,48.76,4.0,58,1,27,1316.52,4355,South,0
2024-01-20,P8,Personal Care,G3,286.02,4.9,4242,0,22,6292.44,5301,East,0
2023-07-23,P6,Beverages,G2,45.0,4.8,2711,1,30,1350.0,3140,North,0
2024-11-06,P25,Snacks,G9,34.47,4.8,4482,1,35,1206.45,8912,South,0
2024-12-10,P17,Household,G6,141.11,4.3,2104,1,27,3809.9700000000003,1405,North,0
2023-02-21,P23,Household,G8,114.93,3.9,4067,1,25,2873.25,3970,East,0
2023-11-30,P22,Dairy,G8,34.33,3.2,1711,1,26,892.5799999999999,9117,East,0
2024-02-09,P11,Household,G4,477.08,3.7,1201,1,16,7633.28,1626,South,0
2023-12-17,P25,Snacks,G9,26.77,3.4,4855,1,23,615.71,7364,West,0
2024-11-25,P6,Beverages,G2,92.13,4.4,3784,1,16,1474.08,9537,South,0
2024-05-31,P6,Beverages,G2,33.38,3.2,3339,0,32,1068.16,9650,West,0
2023-01-26,P7,Personal Care,G3,112.21,4.7,594,1,28,3141.8799999999997,4737,East,0
2023-01-19,P9,Personal Care,G3,139.93,3.7,2464,1,27,3778.11,5241,East,0
2023-01-05,P5,Dairy,G2,17.88,3.8,1406,1,26,464.88,4442,North,0
2023-06-06,P4,Dairy,G2,17.3,3.1,378,1,28,484.40000000000003,1484,North,0
2024-06-17,P14,Beverages,G5,97.01,3.3,310,0,25,2425.25,8354,South,0
2023-09-18,P22,Dairy,G8,28.98,3.7,1963,1,27,782.46,6583,South,0
2023-12-01,P24,Snacks,G8,45.41,3.0,1537,1,27,1226.07,2834,East,0
2024-05-17,P18,Dairy,G6,44.11,3.6,19,1,25,1102.75,1743,South,0
2024-04-02,P23,Household,G8,436.97,3.8,861,1,14,6117.58,7465,North,0
2023-04-16,P5,Dairy,G2,67.23,4.2,4191,1,30,2016.9,4001,North,0
2023-11-27,P12,Personal Care,G4,262.24,4.4,523,1,26,6818.24,5631,West,0
2023-12-08,P12,Personal Care,G4,270.01,4.0,3695,1,24,6480.24,6876,East,0
2023-08-02,P12,Personal Care,G4,63.34,4.9,2611,0,23,1456.8200000000002,6653,South,0
2023-07-17,P16,Beverages,G6,82.62,4.6,4546,1,34,2809.08,7650,North,0
2023-05-20,P10,Dairy,G4,22.02,4.2,3565,1,24,528.48,8861,West,0
2024-01-26,P3,Personal Care,G1,299.44,4.5,1702,1,23,6887.12,5826,East,0
2023-08-08,P12,Personal Care,G4,109.6,3.6,2172,1,22,2411.2,4362,East,0
2024-07-29,P5,Dairy,G2,64.36,4.9,2552,0,31,1995.16,2653,South,1
2023-12-09,P10,Dairy,G4,70.54,3.5,3115,1,31,2186.7400000000002,6629,West,0
2024-03-09,P24,Snacks,G8,37.13,4.6,150,1,30,1113.9,9113,South,0
2024-09-10,P5,Dairy,G2,74.99,3.5,192,1,29,2174.71,7941,West,1
2024-03-10,P9,Personal Care,G3,93.74,4.8,708,1,30,2812.2,9386,East,0
2024-10-17,P6,Beverages,G2,43.99,3.9,173,0,21,923.7900000000001,3758,East,0
2023-10-26,P18,Dairy,G6,73.79,3.8,4540,1,23,1697.17,3506,South,0
2023-03-28,P14,Beverages,G5,55.73,3.5,1337,0,35,1950.55,9625,North,0
2023-07-25,P22,Dairy,G8,29.94,4.3,3781,1,34,1017.96,2666,North,0
2024-08-13,P22,Dairy,G8,61.2,3.8,2562,1,28,1713.6000000000001,2850,West,0
2024-02-22,P19,Snacks,G7,40.16,4.0,2861,1,30,1204.8,8185,South,0
2024-09-09,P10,Dairy,G4,36.33,4.7,504,1,14,508.62,2281,West,0
2023-05-24,P5,Dairy,G2,79.19,3.9,3502,1,25,1979.75,8578,North,0
2024-07-17,P20,Household,G7,145.57,3.7,1012,1,22,3202.54,4422,South,0
2023-02-27,P15,Household,G5,487.47,4.2,685,1,15,7312.05,1410,South,0
2024-03-15,P24,Snacks,G8,34.03,4.4,4872,1,41,1395.23,7294,North,0
2024-04-19,P19,Snacks,G7,19.3,3.8,2758,1,34,656.2,8490,West,0
2024-01-23,P16,Beverages,G6,50.25,3.5,3367,0,40,2010.0,7718,West,0
2023-01-16,P16,Beverages,G6,61.49,4.1,468,1,26,1598.74,7660,South,0
2024-02-17,P2,Dairy,G1,46.85,4.6,549,1,29,1358.65,4188,North,0
2023-01-24,P12,Personal Care,G4,230.66,3.1,513,1,24,5535.84,8999,West,0
2023-07-02,P6,Beverages,G2,82.23,3.7,4543,1,36,2960.28,9857,East,0
2024-07-24,P10,Dairy,G4,35.38,3.1,3175,0,15,530.7,4764,West,0
2023-07-21,P2,Dairy,G1,38.74,3.2,2074,0,25,968.5,1869,South,0
2023-12-13,P8,Personal Care,G3,156.84,4.5,2560,1,27,4234.68,8413,South,0
2023-09-11,P21,Beverages,G7,66.38,3.1,4134,1,26,1725.8799999999999,4605,North,0
2024-08-01,P20,Household,G7,232.09,4.6,2793,1,34,7891.06,6151,East,0
2023-09-22,P11,Household,G4,475.13,4.4,3303,1,20,9502.6,9317,West,0
2024-08-06,P12,Personal Care,G4,234.33,4.7,1993,1,30,7029.900000000001,2626,East,0
2024-12-28,P10,Dairy,G4,33.84,4.9,2885,1,19,642.96,7028,North,0
2024-05-20,P6,Beverages,G2,36.68,4.1,1700,1,22,806.96,6678,North,0
2023-07-10,P14,Beverages,G5,36.54,3.4,4731,1,39,1425.06,1145,North,0
2024-08-23,P3,Personal Care,G1,59.16,3.7,295,1,17,1005.7199999999999,9984,South,1
2023-01-29,P18,Dairy,G6,34.79,3.8,4063,1,31,1078.49,1947,North,0
2024-09-10,P2,Dairy,G1,41.89,3.8,3869,1,40,1675.6,1722,North,1
2023-09-01,P1,Household,G1,289.55,4.9,1245,1,22,6370.1,6524,North,0
2024-07-23,P10,Dairy,G4,57.05,3.3,259,1,15,855.75,9936,West,0
2023-01-17,P10,Dairy,G4,25.26,4.5,3821,0,32,808.32,5922,South,0
2023-05-12,P9,Personal Care,G3,152.6,4.3,3394,0,33,5035.8,3626,South,0
2024-08-20,P12,Personal Care,G4,193.33,4.9,4257,1,28,5413.240000000001,1639,South,0
2024-03-03,P15,Household,G5,438.68,4.9,4509,1,35,15353.800000000001,1201,West,0
2024-10-01,P3,Personal Care,G1,255.55,3.6,2786,1,18,4599.900000000001,9555,East,1
2024-04-12,P25,Snacks,G9,19.14,4.6,3804,1,24,459.36,9579,North,0
2023-12-03,P5,Dairy,G2,46.87,3.6,3344,1,30,1406.1,1820,South,0
2024-10-01,P20,Household,G7,485.36,4.3,3055,1,30,14560.800000000001,4630,East,0
2024-01-16,P13,Dairy,G5,38.04,4.7,2981,1,28,1065.12,4686,West,0
2024-09-05,P18,Dairy,G6,39.37,3.4,2035,1,24,944.8799999999999,1304,North,0
2024-05-04,P12,Personal Care,G4,136.25,4.3,1787,1,24,3270.0,2679,West,0
2023-10-17,P21,Beverages,G7,76.34,4.8,4458,0,27,2061.1800000000003,2682,North,0
2023-03-20,P18,Dairy,G6,26.21,3.2,2209,1,28,733.88,5965,West,0
2023-06-07,P20,Household,G7,115.26,3.7,1640,1,34,3918.84,9900,East,0
2024-10-23,P21,Beverages,G7,47.96,3.2,1062,1,33,1582.68,5340,East,0
2024-10-06,P4,Dairy,G2,28.55,3.1,804,1,30,856.5,6714,North,1
2023-07-15,P13,Dairy,G5,71.03,3.2,1945,1,24,1704.72,7282,West,0
2023-06-24,P6,Beverages,G2,85.73,4.8,3048,1,24,2057.52,5226,South,0
2023-04-09,P16,Beverages,G6,87.67,4.5,1871,1,33,2893.11,8731,South,0
2024-03-29,P5,Dairy,G2,50.38,4.1,4854,1,31,1561.78,8589,South,0
2023-11-29,P24,Snacks,G8,46.71,3.8,5,1,27,1261.17,1666,East,0
2024-07-12,P11,Household,G4,494.58,4.0,1804,1,24,11869.92,4775,South,0
2024-11-12,P18,Dairy,G6,34.3,4.9,449,1,30,1029.0,3287,North,0
2024-09-06,P4,Dairy,G2,74.78,4.0,2571,1,33,2467.7400000000002,6092,West,1
2023-07-16,P16,Beverages,G6,94.45,4.7,3786,1,25,2361.25,2995,East,0
2024-04-19,P2,Dairy,G1,72.15,3.5,1642,1,27,1948.0500000000002,2424,East,0
2024-09-07,P17,Household,G6,292.21,4.4,2704,0,20,5844.2,8157,South,0
2024-04-06,P15,Household,G5,281.96,4.7,932,1,36,10150.56,6069,East,0
2023-03-21,P22,Dairy,G8,78.32,3.9,1577,1,27,2114.64,4060,West,0
2023-09-27,P22,Dairy,G8,79.23,3.7,3665,1,29,2297.67,6357,East,0
2024-05-09,P13,Dairy,G5,28.94,3.4,315,1,23,665.62,2568,West,0
2023-04-17,P8,Personal Care,G3,62.02,5.0,2825,1,24,1488.48,8565,East,0
2023-06-29,P10,Dairy,G4,73.56,4.9,2634,1,32,2353.92,2624,East,0
2024-02-27,P5,Dairy,G2,29.75,4.8,2035,1,32,952.0,8978,West,0
2023-11-26,P16,Beverages,G6,39.63,3.5,3626,1,29,1149.27,4498,North,0
2024-03-11,P10,Dairy,G4,63.77,3.4,2233,1,29,1849.3300000000002,3464,South,0
2024-12-15,P25,Snacks,G9,40.93,3.2,2935,1,24,982.3199999999999,1196,East,0
2024-06-06,P5,Dairy,G2,23.14,3.2,2257,1,23,532.22,1802,South,1
2024-03-28,P19,Snacks,G7,10.65,4.9,2654,1,26,276.90000000000003,8891,North,0
2024-07-30,P2,Dairy,G1,29.59,3.7,1721,1,20,591.8,7991,East,1
2024-08-17,P3,Personal Care,G1,243.69,4.3,2214,1,28,6823.32,6333,West,1
2024-01-20,P17,Household,G6,475.06,4.9,2543,1,22,10451.32,1050,West,0
2023-08-02,P17,Household,G6,226.97,3.8,3213,1,26,5901.22,6843,South,0
2024-02-17,P18,Dairy,G6,58.58,3.5,2345,1,30,1757.3999999999999,3511,West,0
2023-09-12,P17,Household,G6,264.05,4.5,2524,1,27,7129.35,4581,South,0
2023-08-03,P9,Personal Care,G3,286.33,3.8,4727,1,29,8303.57,2130,West,0
2023-12-29,P5,Dairy,G2,29.25,3.9,651,1,30,877.5,9077,East,0
2024-05-23,P14,Beverages,G5,41.22,3.9,1080,1,27,1112.94,5206,South,0
2023-10-01,P23,Household,G8,407.33,4.7,2587,1,17,6924.61,1947,North,0
2024-08-19,P16,Beverages,G6,86.52,3.3,1766,1,26,2249.52,1446,South,0
2023-04-28,P3,Personal Care,G1,53.13,4.9,4404,0,34,1806.42,2290,East,0
2024-12-20,P6,Beverages,G2,78.31,3.1,672,1,16,1252.96,3801,West,0
2023-04-25,P22,Dairy,G8,77.75,3.2,4923,1,30,2332.5,8486,North,0
2024-03-20,P24,Snacks,G8,32.91,4.7,1296,1,31,1020.2099999999999,9041,East,0
2024-03-30,P14,Beverages,G5,88.86,4.5,2939,1,26,2310.36,3012,East,0
2024-12-03,P3,Personal Care,G1,230.52,4.8,832,1,25,5763.0,9763,East,1
2023-10-13,P21,Beverages,G7,82.48,3.5,3582,1,27,2226.96,4030,East,0
2024-01-10,P3,Personal Care,G1,250.23,3.3,3076,1,30,7506.9,3937,South,0
2023-01-09,P9,Personal Care,G3,59.44,4.7,3240,1,23,1367.12,8446,East,0
2023-10-13,P1,Household,G1,119.15,4.9,695,1,27,3217.05,6122,East,0
2024-06-24,P21,Beverages,G7,97.84,4.5,2139,0,32,3130.88,9309,South,0
2024-02-12,P19,Snacks,G7,30.15,3.7,3822,1,27,814.05,4924,South,0
2024-01-25,P25,Snacks,G9,31.6,3.2,3467,0,24,758.4000000000001,7521,South,0
2023-09-14,P12,Personal Care,G4,125.83,3.5,3310,1,27,3397.41,8867,North,0
2024-05-08,P21,Beverages,G7,94.24,3.5,2376,1,27,2544.48,8318,East,0
2024-01-14,P14,Beverages,G5,85.4,4.7,865,1,26,2220.4,1032,East,0
2023-12-01,P2,Dairy,G1,20.21,4.7,2698,1,34,687.14,8519,South,0
2024-08-10,P8,Personal Care,G3,168.55,3.4,3778,1,17,2865.3500000000004,7271,East,0
2024-04-09,P3,Personal Care,G1,160.58,4.8,1990,1,32,5138.56,5943,North,0
2024-07-02,P22,Dairy,G8,77.72,3.9,4628,1,29,2253.88,4202,North,0
2023-09-20,P23,Household,G8,284.4,4.3,4820,1,25,7109.999999999999,8498,South,0
2024-12-07,P12,Personal Care,G4,225.77,3.7,1981,1,22,4966.9400000000005,9288,South,0
2023-05-25,P25,Snacks,G9,30.45,4.2,351,1,30,913.5,8893,South,0
2024-03-22,P2,Dairy,G1,60.43,5.0,1777,1,29,1752.47,4457,East,0
2023-10-04,P5,Dairy,G2,66.89,4.9,2739,1,40,2675.6,7695,East,0
2024-03-20,P22,Dairy,G8,27.79,3.0,4693,1,31,861.49,4189,East,0
2024-11-12,P4,Dairy,G2,29.08,4.0,360,1,26,756.0799999999999,5604,East,1
2024-06-04,P2,Dairy,G1,18.69,4.3,4547,1,31,579.39,3834,West,1
2024-03-01,P20,Household,G7,407.32,3.3,334,0,24,9775.68,7667,East,0
2023-11-09,P2,Dairy,G1,72.59,4.1,175,1,25,1814.75,2016,North,0
2024-08-19,P1,Household,G1,354.75,4.6,4119,1,27,9578.25,5043,West,1
2023-05-15,P5,Dairy,G2,38.54,3.0,3524,1,28,1079.12,2493,North,0
2023-02-02,P18,Dairy,G6,75.61,4.4,1347,1,31,2343.91,5633,East,0
2024-06-08,P8,Personal Care,G3,258.08,3.9,4449,1,17,4387.36,3065,West,0
2024-07-25,P21,Beverages,G7,66.29,3.9,4551,1,27,1789.8300000000002,6337,South,0
2024-05-06,P5,Dairy,G2,28.39,4.0,1681,1,25,709.75,2640,South,0
2024-01-22,P20,Household,G7,430.11,4.5,748,1,21,9032.31,6342,South,0
2024-12-06,P21,Beverages,G7,26.05,3.8,3200,1,27,703.35,1764,West,0
2023-08-01,P15,Household,G5,324.28,3.4,1540,1,16,5188.48,2326,South,0
2024-05-09,P24,Snacks,G8,14.65,5.0,2606,1,32,468.8,5272,East,0
2023-02-13,P10,Dairy,G4,72.18,4.2,2205,1,28,2021.0400000000002,9672,East,0
2023-08-14,P5,Dairy,G2,67.57,4.7,2316,1,28,1891.9599999999998,6145,West,0
2023-02-13,P7,Personal Care,G3,243.03,4.0,1825,1,20,4860.6,5074,East,0
2024-12-09,P3,Personal Care,G1,79.75,3.5,2267,1,26,2073.5,6579,West,1
2024-04-30,P17,Household,G6,279.35,4.8,4732,1,29,8101.150000000001,7928,East,0
2023-11-11,P10,Dairy,G4,44.17,4.6,1294,1,31,1369.27,7723,North,0
2024-10-18,P22,Dairy,G8,39.17,3.1,3608,1,32,1253.44,2760,North,0
2024-08-12,P8,Personal Care,G3,112.45,3.6,4414,1,22,2473.9,1074,West,0
2023-01-04,P16,Beverages,G6,73.04,3.9,2345,1,25,1826.0000000000002,6016,North,0
2024-04-06,P16,Beverages,G6,42.88,3.1,4720,1,31,1329.28,4950,South,0
2024-12-10,P2,Dairy,G1,34.78,4.0,2086,1,35,1217.3,7918,West,1
2024-08-03,P7,Personal Care,G3,148.88,4.0,1450,0,13,1935.44,4739,South,0
2024-05-10,P25,Snacks,G9,29.89,3.9,2012,0,29,866.8100000000001,8816,East,0
2023-07-20,P23,Household,G8,308.38,4.5,4184,1,32,9868.16,5542,South,0
2024-08-24,P22,Dairy,G8,61.16,3.7,3280,1,36,2201.7599999999998,8209,West,0
2024-01-17,P12,Personal Care,G4,135.05,3.7,860,1,22,2971.1000000000004,8516,South,0
2024-12-31,P3,Personal Care,G1,67.45,4.0,1750,1,28,1888.6000000000001,3421,South,1
2024-06-29,P24,Snacks,G8,29.77,4.9,1712,1,39,1161.03,7580,South,0
2024-04-25,P25,Snacks,G9,17.85,4.4,2797,1,27,481.95000000000005,3528,South,0
2023-03-11,P22,Dairy,G8,37.17,4.9,2057,1,36,1338.1200000000001,3268,North,0
2023-02-16,P23,Household,G8,206.13,4.4,3243,1,36,7420.68,5883,West,0
2023-06-04,P19,Snacks,G7,17.37,4.6,2013,1,26,451.62,2651,South,0
2024-12-18,P17,Household,G6,430.12,4.1,4838,0,24,10322.880000000001,6006,West,0
2024-05-02,P21,Beverages,G7,57.06,4.8,2190,1,22,1255.3200000000002,7478,North,0
2023-03-30,P24,Snacks,G8,46.24,4.0,2820,1,26,1202.24,3066,East,0
2023-06-24,P22,Dairy,G8,73.66,3.9,3132,1,34,2504.44,4188,West,0
2024-10-19,P15,Household,G5,435.27,3.1,4980,1,23,10011.21,2616,East,0
2024-09-17,P1,Household,G1,147.98,4.4,3652,1,30,4439.4,8118,West,1
2024-07-13,P14,Beverages,G5,83.12,3.5,3352,1,26,2161.12,3317,South,0
2024-10-23,P13,Dairy,G5,28.46,4.7,909,1,31,882.26,3895,South,0
2024-11-30,P3,Personal Care,G1,77.83,4.1,3279,1,30,2334.9,3518,North,1
2024-08-10,P18,Dairy,G6,25.11,3.9,2888,1,32,803.52,6141,East,0
2023-06-06,P8,Personal Care,G3,266.36,4.3,1259,1,24,6392.64,4139,West,0
2024-03-29,P13,Dairy,G5,53.3,3.7,2566,1,27,1439.1,5696,South,0
2024-09-08,P20,Household,G7,374.11,4.2,733,1,27,10100.970000000001,8121,North,0
2024-11-03,P7,Personal Care,G3,255.88,4.0,422,1,13,3326.44,6791,East,0
2023-06-06,P18,Dairy,G6,24.62,3.8,4177,0,28,689.36,6208,East,0
2023-10-25,P14,Beverages,G5,23.1,3.3,4844,1,35,808.5,4026,South,0
2023-09-28,P11,Household,G4,308.67,4.3,3585,1,27,8334.09,6674,East,0
2023-07-10,P7,Personal Care,G3,72.98,4.6,1949,1,29,2116.42,3679,North,0
